Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly
Female,Pune,Tier2,ECE,Embedded,No,No,7.55,82.1,1,3,3.0,2,0,64.4,,,60.1,No,1,0
Male,Ahmedabad,Tier1,EE,Embedded,No,Yes,7.06,70.1,1,2,1.0,1,0,61.6,5.89,42.3,60.1,Yes,0,0
Female,Kolkata,Tier1,Civil,Embedded,No,No,6.53,61.1,1,1,0.0,1,0,55.0,5.5,47.4,45.3,No,1,0
Male,Hyderabad,Tier1,CS,Embedded,No,No,7.37,73.8,0,3,2.0,4,1,68.5,5.68,59.9,,No,1,0
Male,Delhi,Tier3,ECE,AI,Yes,No,8.51,88.2,2,4,4.0,4,1,85.9,7.27,88.4,77.0,No,1,0
Male,Delhi,Tier3,IT,Embedded,Yes,No,6.45,65.9,0,1,0.0,2,0,59.1,5.1,34.0,44.7,No,0,0
Female,Bangalore,Tier2,Civil,Embedded,Yes,No,8.36,80.8,3,3,3.0,2,1,81.9,8.46,76.0,82.7,No,1,0
Male,Chennai,Tier2,Civil,DataScience,Yes,No,7.23,78.6,2,3,3.0,3,0,62.7,,61.8,71.5,No,1,0
Female,Jaipur,Tier2,ECE,AI,Yes,No,7.86,83.6,3,2,2.0,3,1,63.1,7.25,71.7,84.5,No,1,0
Male,Jaipur,Tier2,ECE,Embedded,No,No,6.82,68.6,1,3,2.0,2,0,49.7,6.84,32.4,57.0,No,0,0
Female,Kolkata,Tier2,IT,Networking,Yes,No,6.76,67.9,1,3,1.0,2,0,,6.53,46.3,67.2,No,0,0
Female,Delhi,Tier2,ECE,AI,Yes,No,5.92,54.5,1,1,2.0,0,0,44.3,5.08,43.3,39.3,Yes,0,0
Male,Delhi,Tier1,EE,Embedded,No,No,6.96,67.6,0,3,1.0,0,0,57.2,,31.6,64.2,No,0,0
Female,Hyderabad,Tier2,ECE,Embedded,No,Yes,5.9,67.9,0,1,0.0,1,0,51.3,4.86,,47.7,Yes,0,0
Female,Delhi,Tier1,Mechanical,Embedded,No,No,6.58,74.8,2,2,1.0,2,0,,6.68,55.2,58.6,Yes,0,0
Female,Hyderabad,Tier2,IT,Networking,No,No,7.48,71.0,2,3,2.0,3,1,66.2,6.99,55.3,70.9,Yes,0,0
Female,Chennai,Tier3,CS,AI,No,No,8.75,84.6,2,4,4.0,3,1,76.1,7.31,86.4,75.4,Yes,1,0
Male,Delhi,Tier2,Mechanical,Networking,Yes,No,7.24,82.2,1,2,2.0,1,1,61.4,6.51,56.1,59.9,No,1,0
Female,Hyderabad,Tier2,IT,DataScience,No,No,8.7,85.3,2,5,3.0,3,1,88.9,8.39,82.3,82.8,No,1,0
Male,Mumbai,Tier3,EE,AI,No,No,6.97,68.3,2,3,3.0,2,0,58.2,6.94,62.8,59.7,Yes,1,0
Male,Pune,Tier2,CS,Networking,Yes,No,5.99,71.3,1,1,0.0,0,0,41.8,4.66,44.6,40.7,No,0,0
Male,Delhi,Tier2,Mechanical,Networking,No,No,8.14,71.9,3,3,3.0,3,0,82.1,8.34,80.0,84.1,No,1,0
Male,Bangalore,Tier2,CS,Networking,No,No,9.36,95.9,3,7,4.0,6,2,96.4,9.32,,94.7,No,1,0
Male,Ahmedabad,Tier2,CS,AI,No,No,8.89,91.5,3,4,,5,1,82.5,9.92,83.2,84.5,No,1,0
Male,Kolkata,Tier1,CS,Networking,No,Yes,7.52,80.7,1,1,2.0,4,1,68.0,5.57,58.2,75.0,No,0,0
Female,Bangalore,Tier3,ECE,Networking,Yes,Yes,9.26,89.4,3,5,4.0,5,2,94.9,9.6,89.5,88.1,No,1,0
Male,Bangalore,Tier2,CS,Embedded,No,Yes,6.28,60.8,0,1,0.0,1,0,54.6,5.17,39.7,58.6,No,0,1
Male,Mumbai,Tier1,Mechanical,DataScience,No,No,6.27,54.4,0,2,0.0,0,0,54.0,4.62,50.3,49.9,Yes,0,0
Female,Kolkata,Tier1,ECE,Networking,Yes,No,6.95,69.8,0,2,2.0,2,1,56.2,6.8,56.3,66.5,Yes,0,0
Female,Bangalore,Tier2,CS,AI,No,No,7.56,86.8,2,3,,1,1,65.0,6.5,61.2,60.4,Yes,0,0
Female,Ahmedabad,Tier1,ECE,Embedded,No,No,7.32,79.4,1,3,2.0,3,0,60.0,6.9,78.8,,Yes,0,0
Male,Kolkata,Tier1,ECE,Embedded,No,Yes,6.16,66.3,1,1,1.0,0,0,42.4,5.79,36.2,30.0,Yes,0,0
Female,Bangalore,Tier2,Mechanical,Networking,No,No,6.52,66.3,1,1,2.0,1,0,57.6,4.4,54.3,58.4,Yes,1,1
Male,Jaipur,Tier2,IT,Embedded,Yes,Yes,8.48,87.9,2,4,3.0,4,1,84.0,8.66,74.1,88.3,No,1,0
Male,Chennai,Tier2,CS,DataScience,No,No,5.94,59.5,0,0,0.0,1,0,44.2,4.1,44.7,,Yes,0,0
Female,Hyderabad,Tier2,EE,DataScience,Yes,No,5.34,54.6,0,0,,1,0,45.6,,31.0,38.8,Yes,0,0
Male,Kolkata,Tier3,Civil,DataScience,No,No,8.66,96.5,1,4,3.0,4,1,79.2,7.51,90.4,99.4,No,1,0
Male,Pune,Tier2,EE,Networking,Yes,No,7.78,81.8,3,3,3.0,2,1,64.0,6.92,72.5,75.8,Yes,1,0
Male,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,8.25,83.3,1,3,3.0,2,1,88.8,7.6,81.1,78.8,Yes,1,0
Male,Delhi,Tier3,CS,Embedded,No,No,6.08,72.7,0,0,0.0,0,0,47.0,4.02,29.9,59.9,Yes,0,0
Male,Pune,Tier2,IT,DataScience,No,No,7.48,68.3,1,2,1.0,1,1,64.9,,58.1,58.2,Yes,1,0
Female,Delhi,Tier1,Mechanical,Networking,Yes,No,8.74,86.3,3,5,3.0,5,2,88.1,8.97,98.0,81.6,Yes,1,0
Female,Mumbai,Tier3,CS,Networking,Yes,No,6.41,71.1,0,1,,1,1,61.7,5.54,45.3,55.5,Yes,1,1
Female,Jaipur,Tier2,CS,Embedded,No,No,7.58,81.8,2,3,2.0,3,1,56.9,6.85,66.0,71.6,Yes,1,0
Male,Delhi,Tier3,Mechanical,DataScience,No,No,7.61,67.6,2,4,,3,2,68.0,6.31,56.3,70.1,No,1,0
Female,Delhi,Tier2,Mechanical,DataScience,Yes,No,6.56,68.6,1,2,1.0,1,0,57.9,4.49,50.1,56.2,No,1,0
Female,Chennai,Tier2,Mechanical,AI,Yes,No,7.57,76.8,2,2,2.0,3,0,66.7,6.45,65.1,64.0,Yes,1,0
Male,Pune,Tier2,Civil,Embedded,Yes,No,7.08,73.9,1,2,2.0,2,1,63.2,6.71,73.6,,No,0,0
Male,Hyderabad,Tier3,IT,Embedded,No,Yes,6.91,65.5,0,4,,2,0,64.2,5.97,63.1,61.2,Yes,0,0
Male,Hyderabad,Tier2,IT,AI,No,No,7.25,76.4,0,2,3.0,2,0,57.0,5.57,51.5,48.4,Yes,0,0
Male,Ahmedabad,Tier1,ECE,AI,Yes,No,5.28,50.9,0,1,0.0,0,0,36.5,3.71,38.1,28.9,No,0,0
Male,Delhi,Tier1,EE,AI,No,No,8.73,97.2,1,4,3.0,4,1,79.8,8.17,75.5,83.4,No,1,0
Female,Mumbai,Tier1,CS,Embedded,Yes,No,7.95,89.6,1,5,4.0,4,0,73.5,6.56,73.7,68.3,No,1,0
Female,Hyderabad,Tier1,ECE,AI,Yes,No,6.09,65.6,1,0,0.0,1,0,57.4,4.45,,45.8,Yes,0,0
Male,Chennai,Tier1,ECE,Embedded,Yes,No,7.75,79.0,1,3,2.0,2,1,76.2,6.61,74.3,,Yes,0,0
Female,Ahmedabad,Tier1,Mechanical,Embedded,Yes,No,7.34,82.8,0,4,2.0,1,1,69.8,6.4,67.8,62.1,No,0,0
Male,Jaipur,Tier3,IT,Embedded,No,Yes,8.09,86.7,3,4,3.0,4,1,77.1,8.0,81.7,,Yes,1,0
Male,Delhi,Tier2,IT,Embedded,Yes,No,6.97,68.5,1,2,2.0,1,0,54.1,7.47,56.3,60.8,Yes,1,0
Female,Ahmedabad,Tier3,EE,Embedded,No,Yes,9.47,87.8,3,5,4.0,4,2,88.7,9.28,100.0,100.0,Yes,1,0
Male,Pune,Tier1,IT,DataScience,No,No,7.49,70.5,1,2,4.0,3,0,64.7,,69.1,70.9,Yes,1,0
Female,Delhi,Tier3,ECE,DataScience,Yes,No,6.65,75.1,1,2,1.0,1,0,58.8,6.17,50.9,51.7,Yes,0,0
Male,Mumbai,Tier3,ECE,AI,Yes,No,8.06,86.0,1,4,4.0,5,1,73.4,7.06,65.5,63.9,No,1,0
Male,Bangalore,Tier3,Civil,AI,Yes,No,5.41,48.3,0,1,0.0,0,0,45.1,3.08,34.6,41.1,No,0,0
Female,Mumbai,Tier2,ECE,AI,No,No,6.63,67.9,1,1,0.0,0,0,63.0,5.55,49.9,,Yes,0,0
Male,Delhi,Tier2,EE,AI,No,Yes,5.61,63.9,0,1,0.0,0,0,31.8,3.64,31.5,33.5,No,0,0
Male,Kolkata,Tier2,ECE,AI,Yes,No,7.59,70.3,0,3,3.0,2,1,65.2,6.96,71.3,71.1,Yes,1,0
Female,Jaipur,Tier2,ECE,Networking,No,No,6.6,62.9,2,2,1.0,0,0,47.2,5.84,58.7,48.4,Yes,0,0
Female,Chennai,Tier1,CS,Networking,Yes,No,7.84,78.7,2,3,4.0,4,0,70.6,7.81,72.0,78.9,No,1,0
Female,Bangalore,Tier3,EE,DataScience,Yes,No,5.66,49.5,0,1,1.0,0,1,34.0,3.15,35.2,41.3,No,0,0
Female,Hyderabad,Tier1,EE,Embedded,Yes,No,7.62,85.6,2,2,3.0,3,1,72.2,6.78,66.2,59.6,Yes,0,0
Male,Mumbai,Tier2,CS,DataScience,Yes,No,8.54,84.4,2,3,4.0,3,1,82.6,8.16,78.9,93.8,No,1,0
Male,Ahmedabad,Tier3,EE,AI,No,Yes,6.8,75.3,0,1,3.0,1,0,59.2,5.6,48.6,45.5,No,1,0
Female,Delhi,Tier3,CS,DataScience,Yes,No,5.89,54.9,0,0,0.0,1,0,43.8,4.31,24.8,44.9,No,0,0
Male,Chennai,Tier2,CS,AI,No,No,7.93,86.2,2,5,2.0,5,1,76.7,,75.4,85.1,No,0,0
Male,Jaipur,Tier2,CS,Embedded,Yes,No,6.5,65.1,1,2,1.0,1,0,60.9,6.34,40.1,45.3,No,0,0
Male,Delhi,Tier1,CS,AI,Yes,No,5.92,62.1,0,0,0.0,0,0,47.6,4.18,,48.2,Yes,0,0
Female,Mumbai,Tier3,CS,Networking,No,No,5.9,59.5,0,1,0.0,0,0,50.8,,17.6,,No,0,0
Female,Pune,Tier1,IT,AI,No,No,6.26,62.5,0,2,1.0,1,0,55.9,5.31,46.7,57.0,Yes,0,0
Male,Ahmedabad,Tier2,Mechanical,AI,No,No,7.93,77.1,1,4,4.0,4,1,70.6,7.83,72.0,76.9,No,0,0
Male,Chennai,Tier3,CS,AI,No,No,6.6,66.5,1,2,1.0,2,0,54.8,4.49,53.3,56.6,Yes,0,0
Female,Chennai,Tier2,ECE,AI,Yes,No,8.96,96.6,3,5,4.0,5,1,85.6,8.27,81.1,96.3,Yes,1,0
Male,Delhi,Tier1,ECE,AI,Yes,No,7.39,68.0,1,2,1.0,1,1,63.7,6.67,71.3,72.6,No,1,0
Male,Ahmedabad,Tier1,EE,AI,No,No,8.66,85.8,2,3,3.0,6,1,82.1,9.43,85.7,82.5,Yes,1,0
Male,Pune,Tier3,CS,Networking,No,No,6.78,70.7,1,3,1.0,1,0,50.9,5.63,,64.2,No,0,0
Male,Pune,Tier2,ECE,AI,Yes,No,7.13,75.8,2,2,3.0,0,0,54.8,6.13,58.4,64.7,No,1,1
Male,Delhi,Tier2,CS,AI,No,No,6.46,64.2,1,0,1.0,1,0,64.0,5.24,46.2,40.6,Yes,0,0
Male,Delhi,Tier2,ECE,DataScience,Yes,No,7.34,68.2,1,2,,2,1,58.9,6.58,69.0,71.0,No,1,0
Male,Ahmedabad,Tier2,CS,DataScience,Yes,Yes,7.54,77.8,2,4,3.0,1,0,73.7,7.2,59.7,,No,1,0
Female,Bangalore,Tier3,CS,Embedded,Yes,Yes,6.74,68.1,0,2,2.0,2,0,46.2,6.02,42.3,62.7,Yes,0,0
Male,Pune,Tier2,IT,DataScience,Yes,No,8.38,82.7,2,6,2.0,5,1,83.9,8.23,85.0,86.3,No,1,0
Female,Ahmedabad,Tier2,EE,DataScience,No,Yes,6.2,68.9,0,0,,1,0,,5.29,30.9,47.2,Yes,0,0
Female,Jaipur,Tier3,ECE,Networking,Yes,No,8.25,84.1,2,5,2.0,5,1,77.8,8.56,89.1,74.2,No,1,0
Male,Delhi,Tier3,ECE,DataScience,No,No,6.03,58.8,1,0,1.0,0,0,47.3,3.97,28.8,50.0,No,0,0
Female,Kolkata,Tier2,Civil,Networking,Yes,No,6.92,71.8,2,2,1.0,3,0,61.8,5.95,50.6,59.0,No,0,0
Male,Pune,Tier2,EE,Networking,No,Yes,7.96,84.8,2,3,4.0,3,1,71.9,6.27,66.9,73.3,No,1,0
Male,Pune,Tier2,IT,Embedded,Yes,No,9.5,100.0,3,6,5.0,4,2,86.1,10.0,94.6,,No,1,0
Male,Jaipur,Tier2,IT,Embedded,No,No,7.02,64.2,1,3,2.0,1,0,58.1,5.6,54.9,42.3,No,0,0
Male,Jaipur,Tier3,CS,Networking,Yes,Yes,7.12,66.2,1,2,1.0,1,0,63.6,5.95,56.7,60.9,No,0,0
Male,Hyderabad,Tier3,EE,Networking,No,No,8.23,85.6,2,4,,4,2,74.6,7.63,70.9,80.0,No,1,0
Female,Mumbai,Tier3,ECE,DataScience,No,No,7.44,83.2,2,3,0.0,3,1,68.5,6.75,62.4,70.7,No,1,0
Female,Hyderabad,Tier3,EE,DataScience,No,No,7.71,79.8,1,3,3.0,4,1,74.3,7.39,71.5,69.3,Yes,1,0
Male,Bangalore,Tier2,Civil,AI,No,No,7.1,76.1,1,2,1.0,1,1,69.3,5.39,54.0,72.6,Yes,0,0
Male,Delhi,Tier2,CS,Networking,No,No,8.63,90.5,4,4,2.0,4,1,82.4,8.43,85.9,88.1,No,1,0
Male,Ahmedabad,Tier2,Mechanical,DataScience,No,Yes,8.26,73.3,2,4,2.0,4,1,72.4,,78.2,83.4,No,1,0
Male,Jaipur,Tier3,IT,DataScience,No,Yes,6.66,63.1,1,1,1.0,0,0,,,46.9,58.2,Yes,0,0
Male,Chennai,Tier2,ECE,Embedded,Yes,No,7.08,89.5,1,2,2.0,1,0,60.8,5.3,65.7,64.7,No,1,0
Male,Delhi,Tier2,Mechanical,Networking,No,Yes,8.1,90.5,2,2,2.0,4,1,79.4,7.65,62.6,73.5,No,1,0
Male,Delhi,Tier2,ECE,Networking,Yes,No,5.77,61.1,0,0,0.0,0,0,39.0,5.01,37.3,,Yes,0,0
Male,Hyderabad,Tier1,ECE,DataScience,Yes,No,6.92,74.0,2,1,0.0,2,0,52.4,,,60.9,Yes,0,0
Female,Ahmedabad,Tier3,EE,DataScience,No,No,9.21,96.0,2,5,5.0,5,1,97.9,9.11,89.7,90.2,No,1,0
Male,Delhi,Tier2,CS,Embedded,No,No,6.22,69.8,1,3,0.0,2,0,,4.49,52.8,54.2,No,0,0
Male,Jaipur,Tier2,Civil,AI,No,No,7.28,69.8,0,2,2.0,3,0,62.4,6.74,44.8,,Yes,1,0
Female,Ahmedabad,Tier3,EE,Networking,Yes,No,8.21,79.9,3,4,3.0,4,1,92.6,8.18,77.7,66.8,No,1,0
Female,Hyderabad,Tier2,EE,AI,No,Yes,6.64,74.2,1,3,0.0,0,0,61.9,5.45,43.0,,No,0,0
Female,Hyderabad,Tier2,Mechanical,AI,Yes,No,5.88,64.0,1,1,1.0,0,0,,4.19,35.6,40.8,No,0,0
Male,Mumbai,Tier2,ECE,Embedded,No,No,7.0,71.6,1,2,2.0,3,0,61.3,6.71,64.8,71.3,Yes,1,0
Female,Delhi,Tier2,Mechanical,DataScience,Yes,No,7.5,77.8,1,2,2.0,3,0,66.1,5.5,63.5,63.2,No,1,0
Female,Delhi,Tier3,Civil,Networking,No,No,5.96,60.1,0,1,1.0,2,0,42.8,4.41,,49.2,No,0,0
Female,Jaipur,Tier2,Mechanical,Networking,Yes,Yes,7.62,74.6,1,2,3.0,4,1,68.3,7.21,55.8,66.6,No,0,0
Female,Jaipur,Tier2,CS,DataScience,Yes,Yes,6.57,69.2,0,2,2.0,0,0,50.7,,50.7,69.7,No,0,0
Male,Chennai,Tier3,IT,DataScience,Yes,No,8.95,93.3,2,5,4.0,4,1,94.6,8.71,89.7,95.3,No,1,0
Male,Mumbai,Tier2,EE,Embedded,No,No,7.27,77.3,0,2,,2,1,67.0,6.45,53.4,74.2,No,0,0
Female,Hyderabad,Tier2,ECE,DataScience,Yes,No,6.98,74.8,1,3,2.0,2,0,,6.28,,53.9,No,0,0
Male,Delhi,Tier2,EE,Networking,No,No,6.58,68.5,1,2,3.0,0,0,53.2,5.69,49.1,58.3,No,1,0
Female,Kolkata,Tier1,IT,Embedded,Yes,No,9.57,94.0,2,5,4.0,6,2,100.0,,100.0,100.0,Yes,1,0
Female,Kolkata,Tier2,ECE,Embedded,No,No,7.42,65.8,2,2,2.0,2,1,64.3,5.67,54.4,59.3,No,0,0
Male,Pune,Tier2,Civil,Embedded,No,No,5.95,70.5,0,1,2.0,1,0,61.7,5.39,42.1,47.8,Yes,0,0
Female,Jaipur,Tier2,Mechanical,AI,No,No,7.89,79.0,3,3,2.0,2,1,,8.15,75.5,62.2,No,1,0
Female,Ahmedabad,Tier2,EE,Networking,No,No,6.03,55.8,0,0,0.0,0,0,39.6,3.66,35.8,42.2,Yes,0,0
Female,Jaipur,Tier2,EE,Networking,Yes,Yes,7.44,77.0,1,2,2.0,2,0,68.9,,44.7,68.1,No,1,0
Female,Delhi,Tier2,CS,AI,Yes,No,7.67,75.9,2,2,3.0,2,1,80.9,6.96,64.9,78.5,No,0,0
Female,Jaipur,Tier2,CS,DataScience,Yes,No,8.97,91.9,2,3,4.0,4,1,87.5,9.87,90.3,85.6,No,1,0
Male,Delhi,Tier3,ECE,AI,No,No,6.81,76.7,1,0,1.0,1,0,,5.34,46.0,54.1,No,0,0
Female,Chennai,Tier2,ECE,Networking,Yes,Yes,8.8,89.7,2,5,,4,2,85.0,8.72,75.2,96.0,Yes,1,0
Male,Hyderabad,Tier3,CS,Networking,Yes,No,8.86,91.6,3,5,4.0,6,2,83.4,9.44,92.8,87.7,No,1,0
Female,Hyderabad,Tier3,ECE,Networking,Yes,Yes,5.91,61.2,0,1,0.0,1,0,44.0,,27.7,41.2,No,0,0
Male,Ahmedabad,Tier1,EE,Networking,Yes,No,7.85,77.7,1,2,4.0,1,1,68.0,7.1,64.4,79.1,No,0,0
Female,Chennai,Tier2,CS,Networking,Yes,No,6.68,69.3,1,3,1.0,2,0,63.5,4.98,39.1,60.3,No,0,0
Male,Mumbai,Tier2,ECE,Networking,Yes,No,7.68,69.5,1,1,2.0,3,1,66.9,,78.2,79.1,No,1,0
Male,Delhi,Tier3,ECE,Networking,Yes,No,8.18,89.7,2,4,3.0,3,1,90.0,,84.9,,Yes,1,0
Female,Delhi,Tier1,CS,Networking,No,No,8.37,82.1,3,4,4.0,5,1,,8.98,71.2,79.6,Yes,1,0
Male,Bangalore,Tier3,EE,AI,No,No,7.25,64.8,1,2,2.0,2,1,66.2,6.28,51.1,62.8,No,0,0
Male,Jaipur,Tier1,CS,Networking,No,Yes,7.34,81.5,2,3,3.0,2,1,,6.81,66.6,77.8,Yes,0,0
Female,Jaipur,Tier3,Civil,DataScience,No,No,7.17,71.8,1,2,2.0,3,0,67.3,7.27,56.7,58.5,Yes,0,0
Male,Kolkata,Tier2,CS,Networking,No,No,6.52,68.0,0,1,1.0,1,0,59.6,4.94,46.3,54.9,Yes,0,0
Male,Hyderabad,Tier1,EE,Networking,No,No,8.05,76.9,1,4,2.0,3,1,78.5,7.15,70.8,,Yes,1,0
Male,Mumbai,Tier2,IT,DataScience,No,Yes,7.31,87.0,2,3,,3,0,64.8,6.55,,63.9,No,0,0
Female,Chennai,Tier2,ECE,Embedded,Yes,No,6.06,61.5,1,1,0.0,0,0,38.4,3.29,32.2,44.2,Yes,0,0
Male,Hyderabad,Tier2,IT,Embedded,Yes,Yes,9.6,98.2,3,5,5.0,6,2,90.1,10.0,100.0,99.6,Yes,1,1
Male,Chennai,Tier2,ECE,AI,No,No,6.11,67.7,1,0,1.0,2,0,63.9,4.95,,,No,0,0
Female,Pune,Tier2,CS,Embedded,No,No,7.2,71.6,1,4,4.0,1,0,68.0,5.69,62.5,67.6,No,0,0
Female,Chennai,Tier3,ECE,DataScience,No,No,7.78,81.8,1,3,3.0,2,0,81.5,6.24,,74.5,Yes,1,0
Female,Ahmedabad,Tier2,Civil,DataScience,Yes,No,8.28,84.3,1,3,2.0,3,1,75.8,7.64,55.1,77.2,Yes,1,0
Male,Jaipur,Tier2,CS,Embedded,Yes,No,7.51,72.5,3,3,1.0,3,1,63.4,6.06,49.5,57.8,No,1,0
Female,Hyderabad,Tier2,Mechanical,DataScience,Yes,No,6.6,60.2,0,3,3.0,2,0,49.3,5.22,41.5,56.8,Yes,1,0
Female,Pune,Tier3,ECE,AI,No,No,6.73,73.1,1,2,1.0,1,0,56.0,5.21,47.6,59.8,Yes,0,0
Female,Delhi,Tier1,IT,Networking,Yes,No,6.17,53.6,0,1,0.0,0,0,,5.89,51.1,54.1,Yes,0,0
Female,Ahmedabad,Tier2,ECE,Embedded,No,No,7.52,79.5,1,3,2.0,3,0,70.0,7.04,68.0,81.4,Yes,1,0
Female,Chennai,Tier2,EE,AI,No,No,5.31,53.3,0,0,,0,0,28.9,3.63,23.4,49.1,No,0,0
Female,Mumbai,Tier3,EE,AI,Yes,No,5.71,59.7,0,0,0.0,0,0,51.2,4.63,22.0,35.2,Yes,0,0
Female,Mumbai,Tier3,CS,Embedded,Yes,No,7.68,83.0,1,4,1.0,3,0,,6.56,65.7,64.2,Yes,0,0
Female,Jaipur,Tier1,EE,AI,Yes,No,6.22,54.4,1,1,1.0,0,0,50.2,,27.6,51.0,No,0,0
Male,Chennai,Tier2,ECE,Networking,Yes,No,6.69,60.1,1,1,2.0,3,0,58.5,,43.4,62.6,Yes,0,0
Female,Kolkata,Tier2,Mechanical,Embedded,No,No,6.22,64.7,1,2,2.0,0,0,50.5,4.63,42.2,51.4,Yes,0,0
Male,Chennai,Tier3,IT,AI,Yes,No,7.47,83.9,2,3,,4,1,71.6,7.51,64.6,73.2,Yes,0,0
Male,Kolkata,Tier2,EE,Networking,No,No,9.11,89.8,4,5,4.0,3,1,86.9,8.78,91.4,98.6,Yes,1,1
Male,Chennai,Tier3,IT,Networking,No,Yes,8.57,83.6,3,3,3.0,4,1,81.4,8.0,79.5,72.3,No,1,0
Male,Mumbai,Tier2,EE,Networking,No,Yes,6.34,66.4,0,1,0.0,1,0,45.6,4.98,47.1,45.8,Yes,0,0
Male,Delhi,Tier1,ECE,Embedded,Yes,No,7.05,74.7,1,2,0.0,2,0,,6.89,52.1,65.4,No,0,0
Male,Delhi,Tier2,IT,Networking,Yes,No,7.09,71.1,1,0,,3,0,63.4,5.73,57.9,62.2,No,0,0
Female,Ahmedabad,Tier2,Civil,Embedded,Yes,No,5.64,63.0,0,1,0.0,0,0,41.4,4.47,,42.1,No,1,0
Female,Chennai,Tier3,Civil,AI,No,No,6.78,64.9,0,1,0.0,1,0,62.2,6.35,48.7,54.3,No,0,0
Male,Hyderabad,Tier2,Civil,DataScience,Yes,No,9.03,91.9,2,3,3.0,4,1,92.6,9.29,84.2,92.2,Yes,1,0
Male,Pune,Tier2,Civil,AI,No,No,7.84,74.1,1,3,3.0,4,0,81.0,7.61,64.6,67.4,No,0,0
Male,Bangalore,Tier1,Mechanical,Embedded,Yes,No,7.01,76.3,0,1,,0,1,60.4,5.37,56.2,52.5,No,1,0
Female,Chennai,Tier2,CS,Networking,No,Yes,6.33,63.6,0,1,1.0,0,0,46.0,,50.1,47.0,No,0,0
Male,Jaipur,Tier2,IT,AI,No,No,6.83,56.8,0,2,2.0,1,0,49.6,5.13,55.1,63.7,Yes,0,0
Male,Bangalore,Tier2,Civil,Networking,No,No,6.58,71.4,0,2,0.0,0,0,49.8,6.26,57.7,54.9,Yes,0,0
Male,Chennai,Tier2,EE,DataScience,Yes,No,7.08,76.7,2,2,2.0,2,1,51.6,7.19,64.5,,No,0,0
Male,Mumbai,Tier3,EE,Embedded,No,No,5.56,57.2,0,0,0.0,2,0,43.2,4.67,25.9,35.1,No,0,0
Female,Hyderabad,Tier3,IT,DataScience,No,No,7.86,96.1,2,2,3.0,2,1,78.0,7.93,69.4,84.9,No,0,0
Female,Chennai,Tier2,EE,AI,Yes,No,7.17,68.9,1,2,1.0,3,0,65.7,6.2,56.6,58.3,Yes,1,0
Male,Mumbai,Tier2,IT,Embedded,No,No,6.71,70.5,1,3,1.0,3,0,56.3,5.0,57.9,64.4,Yes,0,0
Male,Ahmedabad,Tier1,EE,Embedded,No,No,6.99,72.6,1,4,2.0,1,0,57.2,5.75,75.8,65.9,No,0,0
Female,Delhi,Tier1,Civil,Embedded,Yes,No,9.27,98.2,2,4,5.0,5,2,99.1,9.43,97.6,87.6,No,1,0
Female,Mumbai,Tier1,ECE,Embedded,No,No,7.62,80.1,1,2,3.0,2,0,66.0,,73.5,74.8,Yes,1,0
Female,Kolkata,Tier2,Mechanical,Networking,No,Yes,6.94,70.3,1,3,1.0,2,0,62.2,4.92,59.3,63.0,No,0,0
Female,Jaipur,Tier1,Civil,DataScience,Yes,No,8.04,81.3,2,3,,3,0,83.4,7.11,71.6,78.8,Yes,1,0
Female,Chennai,Tier1,CS,DataScience,No,No,7.23,72.2,1,3,2.0,3,0,68.1,6.3,,75.4,No,0,0
Male,Delhi,Tier2,Mechanical,DataScience,No,No,6.35,62.5,0,1,0.0,1,0,43.4,6.36,54.2,40.8,No,0,0
Male,Kolkata,Tier1,EE,DataScience,Yes,No,6.92,70.2,2,2,2.0,1,0,48.7,5.07,45.7,54.9,Yes,0,0
Female,Pune,Tier2,ECE,Embedded,No,No,7.67,82.9,2,4,3.0,2,1,,7.23,,74.2,Yes,1,0
Male,Pune,Tier2,EE,Embedded,No,No,7.26,71.4,1,4,2.0,3,0,56.9,7.0,49.9,59.0,No,0,0
Male,Mumbai,Tier2,CS,Networking,No,No,6.2,61.2,0,1,2.0,2,0,44.5,4.75,37.5,54.9,No,1,0
Female,Pune,Tier3,Mechanical,Embedded,No,No,6.12,61.7,1,1,0.0,3,0,50.0,4.12,39.8,40.7,No,0,0
Male,Hyderabad,Tier3,IT,DataScience,Yes,Yes,8.38,80.5,1,3,4.0,4,1,85.3,8.92,84.2,84.9,Yes,1,0
Male,Mumbai,Tier1,IT,DataScience,No,No,7.12,73.0,2,3,1.0,3,0,67.1,5.76,50.0,65.4,Yes,0,0
Male,Chennai,Tier2,ECE,Networking,Yes,No,6.92,86.6,2,2,1.0,2,0,70.5,6.74,,67.0,No,0,0
Male,Delhi,Tier2,CS,Embedded,Yes,No,7.52,82.7,1,2,2.0,1,0,62.3,7.14,68.0,56.0,Yes,0,0
Male,Chennai,Tier2,Civil,Embedded,Yes,No,7.42,82.0,2,3,,3,0,68.0,6.59,64.5,68.8,No,1,0
Male,Pune,Tier3,IT,Networking,No,No,4.09,40.5,0,0,0.0,0,0,12.6,2.49,0.8,17.1,No,0,0
Male,Kolkata,Tier2,IT,DataScience,Yes,No,8.63,97.6,1,5,4.0,4,1,81.7,7.23,84.6,,No,1,0
